gen,best,avg,worst,std_dev,pct_babylon,pct_niles,pct_other,diversity_index,dominant_pct,best_babylon,best_niles,best_summoner,best_resilient,raw_best,avg_ema,best_gain,best_improvement_pct,avg_improvement_pct,progress_score,plateau_count,mutation_rate,mutation_mag,immigrant_rate,best_late,avg_late,best_card,avg_card
39,19392,10503.7,933,2800.30,42.5,20.3,37.2,96.0,42.5,19392,17093,10.36,7.30,17795,10531.2,1597,0.00,23.14,28578.3,3,0.0960,0.1140,0.1160,59232,29616,113741,59365
40,19392,10590.2,37,2899.78,44.1,23.8,32.2,96.9,44.1,19392,17093,10.36,7.30,18544,10545.9,848,0.00,23.31,28630.9,4,0.0958,0.1137,0.1158,69727,29994,131534,59814
41,19392,10604.4,673,2892.06,42.2,22.5,35.3,97.0,42.2,19392,17093,10.36,7.32,16316,10560.5,3076,0.00,23.48,28638.6,5,0.0956,0.1134,0.1156,71937,29959,134698,59929
42,19392,10559.3,90,2738.78,41.6,20.6,37.8,96.3,41.6,19392,17093,10.36,7.32,18132,10560.2,1260,0.00,23.48,28689.6,6,0.0954,0.1131,0.1154,68251,30292,130960,60627
43,19392,10672.7,572,2869.16,40.9,22.2,36.9,97.1,40.9,19392,17134,10.36,7.32,17688,10588.3,1705,0.00,23.80,28696.7,7,0.0952,0.1128,0.1152,62821,30317,122613,60411
44,19392,10684.3,37,2578.85,42.2,21.6,36.3,96.6,42.2,19392,17134,10.36,7.32,16085,10612.3,3308,0.00,24.08,28740.7,8,0.0950,0.1125,0.1150,51862,30525,100440,60882
45,19392,10683.4,37,2797.46,45.3,17.5,37.2,93.9,45.3,19392,17134,10.36,7.32,16468,10630.1,2924,0.00,24.29,28717.2,9,0.0948,0.1122,0.1148,63027,30368,119153,60343
46,19392,10729.8,1647,2821.32,45.3,20.6,34.1,95.4,45.3,19392,17134,10.36,7.32,18401,10655.0,991,0.00,24.58,28828.5,10,0.0946,0.1119,0.1146,68652,30979,133079,61806
47,19392,10613.6,405,2860.06,42.2,17.2,40.6,94.1,42.2,19392,17134,10.36,7.32,17051,10644.7,2342,0.00,24.46,28784.8,11,0.0944,0.1115,0.1144,70909,30721,137779,61280
48,19392,10831.6,747,2662.90,37.2,19.1,43.8,95.1,43.8,19392,17134,10.36,7.32,17534,10691.4,1858,0.00,25.01,28868.3,12,0.0941,0.1112,0.1141,71150,31155,133175,62072
49,19392,10690.4,180,2899.85,38.4,21.9,39.7,97.0,39.7,19392,17134,10.36,7.32,16306,10691.1,3086,0.00,25.01,28743.9,13,0.0939,0.1109,0.1139,62544,30291,125398,60497
50,19392,10651.5,231,2576.81,35.3,22.8,41.9,97.2,41.9,19392,17134,10.36,7.32,17361,10681.2,2031,0.00,24.89,28757.4,14,0.0937,0.1105,0.1137,60878,30410,115309,60737
51,19392,10862.5,1777,2381.26,35.9,27.2,36.9,99.1,36.9,19392,17134,10.36,7.32,16799,10726.6,2593,0.00,25.42,28904.1,15,0.0935,0.1102,0.1135,52238,31319,98612,62268
52,19392,10543.7,37,2643.80,33.8,28.4,37.8,99.3,37.8,19392,17134,10.36,7.32,17209,10680.8,2183,0.00,24.89,28723.0,16,0.0932,0.1099,0.1132,68895,30135,133487,60390
53,19392,10811.9,70,2883.90,27.2,32.5,40.3,98.7,40.3,19392,17289,10.40,7.32,17289,10713.6,2103,0.00,25.27,28910.1,17,0.0930,0.1095,0.1130,58303,31377,111790,62474
54,19392,10751.5,908,2675.93,22.8,30.9,46.3,95.8,46.3,19392,17289,10.40,7.32,16108,10723.1,3284,0.00,25.38,28832.6,0,0.0928,0.1091,0.1128,52405,30792,102957,61477
55,19392,10582.5,615,2719.19,20.6,30.9,48.4,94.1,48.4,19392,17289,10.40,7.32,16485,10687.9,2908,0.00,24.97,28606.1,1,0.0925,0.1088,0.1125,57705,29350,111288,58752
56,19392,10690.0,174,2816.98,22.2,29.1,48.8,94.3,48.8,19392,17289,10.40,7.32,17004,10688.5,2388,0.00,24.97,28824.5,2,0.0923,0.1084,0.1123,67353,30838,129274,61584
57,19392,10752.5,37,2735.71,25.3,27.8,46.9,95.8,46.9,19392,17289,10.40,7.32,17199,10704.5,2194,0.00,25.16,28881.1,0,0.0920,0.1081,0.1120,63190,31193,120075,62182
58,19392,10754.4,37,2760.23,22.2,33.8,44.1,96.4,44.1,19392,18118,10.40,7.32,18118,10716.9,1275,0.00,25.31,28896.6,1,0.0918,0.1077,0.1118,59797,31278,114911,62272
59,19392,10645.9,955,2674.45,25.0,29.1,45.9,96.3,45.9,19392,18118,10.40,7.32,16278,10699.2,3114,0.00,25.10,28762.2,2,0.0915,0.1073,0.1115,61105,30393,112963,60683
60,19392,10895.6,1056,2624.64,25.0,28.4,46.6,96.0,46.6,19392,18118,10.40,7.32,16880,10748.3,2512,0.00,25.67,28759.0,3,0.0913,0.1069,0.1113,53685,30242,102412,60305
61,19392,10836.6,226,2420.80,28.4,27.8,43.8,97.6,43.8,19392,18118,10.40,7.32,15816,10770.4,3576,0.00,25.93,28683.8,4,0.0910,0.1065,0.1110,51384,29655,100851,59215
62,19392,10506.6,259,2711.46,29.1,31.6,39.4,99.1,39.4,19392,18118,10.51,7.32,15997,10704.4,3395,0.00,25.16,28493.7,5,0.0908,0.1062,0.1108,39050,28558,75671,57140
63,19392,10793.3,765,2621.78,27.5,32.8,39.7,98.9,39.7,19392,18118,10.51,7.32,16263,10726.6,3129,0.00,25.42,28705.1,6,0.0905,0.1058,0.1105,45096,29932,86086,59751
64,19392,10867.2,215,2931.42,26.9,31.3,41.9,98.2,41.9,19392,18118,10.51,7.32,17365,10761.8,2028,0.00,25.83,28803.1,0,0.0902,0.1054,0.1102,60779,30484,115820,60837
65,19392,10813.8,1148,2541.62,32.5,29.1,38.4,99.3,38.4,19392,18118,10.51,7.32,16616,10774.8,2777,0.00,25.98,28747.9,1,0.0900,0.1050,0.1100,57452,30096,113507,59980
66,19392,10824.6,55,2701.88,30.9,29.4,39.7,99.1,39.7,19392,18118,10.51,7.32,15778,10787.2,3614,0.00,26.13,28795.9,2,0.0897,0.1046,0.1097,35636,30324,75782,60673
67,19392,10738.8,215,2440.87,28.8,30.6,40.6,98.8,40.6,19392,18118,10.51,7.32,16153,10775.1,3239,0.00,25.99,28693.0,3,0.0895,0.1042,0.1095,55037,29683,107408,59352
68,19392,10722.9,629,2684.88,31.6,33.4,35.0,99.9,35.0,19392,18118,10.51,7.32,16386,10762.1,3007,0.00,25.84,28595.6,4,0.0892,0.1038,0.1092,57829,29107,108539,58054
69,19392,10548.5,2058,2486.74,27.8,32.8,39.4,99.0,39.4,19392,18118,10.51,7.32,17559,10708.7,1833,0.00,25.21,28480.2,5,0.0889,0.1034,0.1089,60737,28445,125117,56956
70,19392,10729.9,347,2619.71,25.3,37.2,37.5,98.6,37.5,19392,18118,10.51,7.32,19149,10714.0,244,0.00,25.27,28689.5,6,0.0886,0.1030,0.1086,65433,29832,123386,59699
71,19392,10839.6,761,2681.04,21.6,33.8,44.7,96.0,44.7,19392,18118,10.51,7.32,16812,10745.4,2580,0.00,25.64,28819.7,0,0.0884,0.1025,0.1084,60903,30665,115044,61109
72,19392,10739.8,653,2658.55,18.4,29.4,52.2,91.1,52.2,19392,18118,10.51,7.32,17274,10744.0,2118,0.00,25.62,28748.4,1,0.0881,0.1021,0.1081,54146,30208,104497,60136
73,19392,10715.5,625,2793.26,20.0,29.7,50.3,92.8,50.3,19392,18118,10.51,7.32,16711,10736.9,2681,0.00,25.54,28643.2,2,0.0878,0.1017,0.1078,56145,29466,109947,58918
74,19392,11010.9,1551,2530.36,24.1,31.6,44.4,96.8,44.4,19392,18118,10.51,7.32,17639,10805.4,1754,0.00,26.34,28924.5,3,0.0875,0.1013,0.1075,62674,31212,120731,62083
75,19392,10740.2,694,2779.56,27.8,27.5,44.7,97.1,44.7,19392,18118,10.51,7.32,16137,10789.1,3255,0.00,26.15,28736.8,0,0.0872,0.1009,0.1072,56132,30003,106747,59693
76,19392,10878.4,221,2663.02,25.9,20.9,53.1,91.0,53.1,19392,18118,10.51,7.32,16503,10811.4,2889,0.00,26.41,28837.8,1,0.0870,0.1004,0.1070,59128,30623,115063,60874
77,19392,10734.7,770,2599.58,21.3,22.5,56.3,88.2,56.3,19392,18118,10.51,7.32,17335,10792.2,2058,0.00,26.19,28674.2,2,0.0867,0.1000,0.1067,68579,29526,132755,58955
78,19392,11019.8,780,2599.60,26.6,19.7,53.8,90.3,53.8,19392,18118,10.51,7.32,16543,10849.1,2850,0.00,26.85,28863.1,3,0.0864,0.0996,0.1064,43270,30651,87167,61050
79,19392,10785.3,546,2820.27,28.8,23.1,48.1,94.8,48.1,19392,18118,10.51,7.32,15765,10833.2,3627,0.00,26.67,28677.6,0,0.0861,0.0991,0.1061,52738,29441,101928,58717
80,19392,10926.2,215,2785.05,24.4,23.8,51.9,92.3,51.9,19392,18118,10.51,7.32,18083,10856.4,1310,0.00,26.94,28720.6,1,0.0858,0.0987,0.1058,57638,29653,108428,59165
81,19392,10778.9,215,2912.26,27.5,29.7,42.8,97.9,42.8,19392,18118,10.51,7.32,17871,10837.0,1522,0.00,26.71,28664.6,2,0.0855,0.0983,0.1055,64868,29341,121617,58528
82,19392,10898.0,688,2552.05,31.6,24.1,44.4,96.8,44.4,19392,18118,10.51,7.32,16526,10852.3,2866,0.00,26.89,28892.0,3,0.0852,0.0978,0.1052,66781,30825,119490,61434
83,19392,10781.6,1491,2358.82,27.2,23.1,49.7,93.9,49.7,19392,18118,10.51,7.32,15701,10834.6,3692,0.00,26.68,28686.3,0,0.0849,0.0974,0.1049,61892,29468,118525,58888
84,19392,10848.0,626,2650.49,29.1,26.6,44.4,97.2,44.4,19392,18118,10.51,7.32,17365,10838.0,2027,0.00,26.72,28790.6,1,0.0846,0.0970,0.1046,51617,30151,103485,60262
85,19392,10583.6,295,2573.22,27.5,20.9,51.6,92.2,51.6,19392,18118,10.51,7.34,17511,10774.4,1881,0.00,25.98,28528.0,2,0.0843,0.0965,0.1043,56089,28605,111469,57113
86,19392,10915.5,592,2693.71,31.3,20.9,47.8,94.5,47.8,19392,18118,10.51,7.34,17326,10809.6,2066,0.00,26.39,28743.5,3,0.0840,0.0961,0.1040,58156,29928,113535,59792
87,19392,10846.0,926,2531.50,29.1,23.1,47.8,95.0,47.8,19392,18118,10.51,7.34,16668,10818.7,2724,0.00,26.50,28780.7,0,0.0837,0.0956,0.1037,68290,30170,131718,60185
88,19392,10758.5,312,2757.82,25.6,25.0,49.4,94.2,49.4,19392,18118,10.51,7.34,16763,10803.7,2630,0.00,26.32,28709.3,1,0.0835,0.0952,0.1035,61095,29768,114327,59258
89,19392,10743.2,933,2618.66,24.1,26.9,49.1,94.4,49.1,19392,18118,10.51,7.34,18082,10788.5,1310,0.00,26.14,28631.8,2,0.0832,0.0947,0.1032,70979,29264,133090,58389
90,19392,10541.0,37,2728.85,27.5,22.8,49.7,93.8,49.7,19392,18118,10.51,7.34,15978,10726.7,3414,0.00,25.42,28600.2,3,0.0829,0.0943,0.1029,52063,29241,104712,58334
91,19392,10764.6,557,2385.45,28.4,15.9,55.6,87.6,55.6,19392,18118,10.51,7.34,15781,10736.2,3611,0.00,25.53,28914.3,4,0.0826,0.0938,0.1026,58866,31342,114014,62385
92,19392,10717.3,411,2594.80,30.9,18.4,50.6,92.1,50.6,19392,18118,10.51,7.34,17460,10731.4,1933,0.00,25.48,28702.4,0,0.0823,0.0934,0.1023,68675,29936,127622,59605
93,19392,10607.9,822,2471.48,33.8,19.1,47.2,94.1,47.2,19392,18118,10.51,7.34,15924,10700.6,3468,0.00,25.12,28608.2,1,0.0820,0.0929,0.1020,53431,29414,106094,58503
94,19392,10692.9,171,2692.40,37.5,17.8,44.7,94.2,44.7,19392,18118,10.51,7.34,15864,10698.6,3529,0.00,25.09,28811.1,2,0.0817,0.0925,0.1017,59395,30794,112460,61170
95,19392,10658.9,1369,2588.96,31.9,16.6,51.6,90.8,51.6,19392,18118,10.51,7.34,17711,10688.7,1681,0.00,24.98,28716.4,0,0.0814,0.0920,0.1014,62415,30163,119818,60035
96,19392,10741.8,592,2761.65,33.4,19.1,47.5,93.9,47.5,19392,18118,10.51,7.34,17093,10702.0,2299,0.00,25.13,28871.3,1,0.0811,0.0916,0.1011,60709,31223,114453,61865
97,19392,10649.8,50,2879.01,35.9,19.4,44.7,95.0,44.7,19392,18118,10.51,7.34,15128,10688.9,4264,0.00,24.98,28740.9,0,0.0808,0.0911,0.1008,52510,30326,103852,60360
98,19392,10712.8,499,2643.22,39.1,17.5,43.4,94.2,43.4,19392,18118,10.51,7.34,17347,10694.9,2045,0.00,25.05,28869.0,1,0.0805,0.0907,0.1005,56221,31202,111838,61938
99,19392,10525.7,274,2870.17,32.8,12.2,55.0,86.2,55.0,19392,18118,10.51,7.34,17904,10652.6,1488,0.00,24.56,28567.0,2,0.0802,0.0902,0.1002,66961,29278,128200,58255
100,19392,10760.8,527,2669.70,20.6,18.1,61.3,82.4,61.3,19392,18118,10.51,7.34,17881,10679.6,1511,0.00,24.87,28838.4,3,0.0798,0.0898,0.0998,67780,31013,131489,61692
101,19392,10744.4,611,2585.51,28.8,11.3,60.0,81.7,60.0,19392,18118,10.51,7.34,16911,10695.8,2481,0.00,25.06,28762.5,0,0.0795,0.0893,0.0995,63757,30449,118886,60607
102,19392,10569.0,125,3110.92,25.0,27.2,47.8,95.2,47.8,19392,18118,10.51,7.34,16590,10664.1,2802,0.00,24.69,28505.0,1,0.0792,0.0889,0.0992,55647,28800,105133,57426
103,19392,10709.6,1458,2468.03,27.8,15.3,56.9,86.4,56.9,19392,18118,10.51,7.34,15884,10675.5,3508,0.00,24.82,28759.3,2,0.0789,0.0884,0.0989,48876,30446,98158,60784
104,19392,10803.7,37,2604.54,30.0,15.3,54.7,88.1,54.7,19392,18118,10.51,7.34,16514,10707.5,2879,0.00,25.20,28780.1,0,0.0786,0.0880,0.0986,58566,30542,112949,60746
105,19392,10661.5,37,2846.11,26.9,12.8,60.3,82.1,60.3,19392,18118,10.51,7.34,16678,10696.0,2714,0.00,25.06,28746.3,1,0.0783,0.0875,0.0983,76414,30342,140243,60387
106,19392,10715.8,219,2568.27,20.0,17.5,62.5,80.8,62.5,19392,18118,10.51,7.34,16048,10701.0,3344,0.00,25.12,28854.2,2,0.0780,0.0871,0.0980,50684,31034,99021,61824
107,19392,10881.4,57,2505.50,14.7,16.6,68.8,71.8,68.8,19392,18118,10.51,7.34,16270,10746.1,3122,0.00,25.65,28905.2,3,0.0777,0.0866,0.0977,59294,31251,116928,62204
108,19392,10610.3,37,2769.35,24.4,10.6,65.0,76.0,65.0,19392,18118,10.51,7.34,16830,10712.1,2563,0.00,25.25,28717.3,4,0.0774,0.0862,0.0974,59484,30074,111088,59964
109,19392,10381.9,211,3176.12,13.4,27.5,59.1,83.6,59.1,19392,18118,10.51,7.34,16530,10629.6,2863,0.00,24.29,28384.5,5,0.0771,0.0857,0.0971,55325,28101,106459,56025
110,19392,10606.1,37,2850.58,28.1,10.9,60.9,80.6,60.9,19392,18118,10.51,7.34,16829,10623.7,2563,0.00,24.22,28587.9,6,0.0768,0.0853,0.0968,58125,29485,110633,58750
111,19392,10212.5,37,3156.25,14.7,28.1,57.2,85.8,57.2,19392,18118,10.51,7.34,16198,10520.9,3194,0.00,23.02,28249.0,0,0.0765,0.0848,0.0965,56433,27582,114804,54739
112,19392,10699.6,492,2739.89,20.0,14.1,65.9,75.8,65.9,19392,18118,10.51,7.34,16424,10565.6,2968,0.00,23.54,28661.8,1,0.0763,0.0844,0.0963,61606,30250,117620,59860
113,19392,10657.0,37,2747.79,8.4,19.1,72.5,64.6,72.5,19392,18118,10.51,7.34,16487,10588.4,2906,0.00,23.81,28662.4,0,0.0760,0.0839,0.0960,65844,30138,122048,59840
114,19392,10466.3,37,3085.55,23.4,7.2,69.4,68.8,69.4,19392,18118,10.51,7.34,16898,10557.9,2494,0.00,23.45,28411.1,1,0.0757,0.0835,0.0957,54547,28546,103050,56689
115,19392,10484.0,1052,3109.77,6.3,25.3,68.4,69.5,68.4,19392,18118,10.51,7.34,16225,10539.4,3168,0.00,23.23,28451.5,2,0.0754,0.0830,0.0954,46941,28830,91525,57431
116,20275,10412.8,37,3149.49,23.1,7.8,69.1,69.5,69.1,19392,18118,10.51,7.34,20275,10507.8,0,4.55,22.86,29190.0,3,0.0751,0.0826,0.0951,78221,27966,145992,55681
117,20275,10473.6,101,3187.22,6.3,26.6,67.2,71.1,67.2,19392,18118,10.51,7.34,17957,10499.2,2318,4.55,22.76,29333.6,0,0.0748,0.0822,0.0948,69942,28973,129261,57591
