gen,best,avg,worst,std_dev,pct_babylon,pct_niles,pct_other
0,10,4.0,0,4.90,20.0,80.0,0.0
1,10,8.0,0,4.00,20.0,80.0,0.0
2,10,4.0,0,4.90,20.0,60.0,20.0
