gen,best,avg,worst,std_dev,pct_babylon,pct_niles,pct_other,best_babylon,best_niles,best_summoner,best_resilient,raw_best,avg_ema,best_gain,best_late,avg_late,best_card,avg_card
207,48528,28019.4,2894,5863.01,62.5,20.8,16.7,46560,48528,10.20,6.00,42402,27712.4,6126,92417,58040,176727,114508
208,48528,28066.3,1780,6078.70,61.9,21.4,16.7,46560,48528,10.20,6.00,41917,27800.9,6611,91105,58182,170451,114978
209,48528,27817.7,5645,6135.27,61.1,22.2,16.7,46560,48528,10.20,6.00,44370,27805.1,4158,95608,57525,180978,113621
210,48528,27505.2,635,6196.09,61.7,17.8,20.6,46560,48528,10.20,6.00,42979,27730.1,5548,87725,57277,174588,113159
211,48528,27492.0,1900,6166.98,56.9,17.5,25.6,46560,48528,10.20,6.00,44198,27670.6,4330,95246,57028,178981,112812
212,48528,27661.6,1229,6330.13,54.7,17.8,27.5,46560,48528,10.20,6.00,43003,27668.3,5524,92955,57354,178055,113202
213,48528,28241.4,5360,6257.16,56.7,18.3,25.0,46560,48528,10.20,6.00,41610,27811.6,6918,88714,58853,167487,116215
214,48528,27592.6,7200,6174.49,61.1,20.3,18.6,46560,48528,10.20,6.00,45057,27756.9,3471,96460,57337,184955,113123
215,48528,27131.0,1240,6401.31,61.9,21.9,16.1,46560,48528,10.20,6.00,41830,27600.4,6697,88050,56346,170267,111301
216,48528,27666.1,653,6477.51,62.8,22.8,14.4,46560,48528,10.20,6.00,43559,27616.8,4969,94617,57346,174417,113365
217,48528,27515.4,2119,6627.02,57.2,27.2,15.6,46560,48528,10.20,6.00,42756,27591.5,5772,92415,57026,175400,112863
218,48528,28392.7,8358,6190.94,48.9,37.5,13.6,46560,48528,10.20,6.00,41891,27791.8,6637,88504,59016,168441,116580
219,48528,28685.1,3262,5801.07,41.7,40.6,17.8,46560,48528,10.20,6.00,43341,28015.1,5187,93956,59678,178205,117781
220,48528,28409.7,7776,6011.86,39.2,38.6,22.2,46560,48528,10.20,6.00,44085,28113.7,4443,93455,59068,178282,116802
221,48528,28366.9,3386,6342.32,32.8,43.3,23.9,46560,48528,10.22,6.00,48292,28177.0,236,105796,58935,202935,116470
222,48528,27471.3,2984,6165.62,39.4,43.1,17.5,46560,48528,10.22,6.00,45120,28000.6,3408,97874,56833,185292,112444
223,48528,27590.9,1773,6756.54,39.7,38.6,21.7,47568,48528,10.22,6.00,47568,27898.2,960,102257,57111,196002,113260
224,48528,28221.2,4413,6411.59,46.1,30.6,23.3,47568,48528,10.22,6.00,42275,27978.9,6252,90277,58561,173973,115903
225,48528,27359.4,4970,6241.65,43.6,31.9,24.4,47568,48528,10.22,6.00,43854,27824.1,4673,94468,56635,179537,112236
226,48528,27794.3,929,6305.85,49.7,28.6,21.7,47568,48528,10.22,6.00,41132,27816.6,7395,88666,57688,171391,114381
227,48528,27731.0,2975,6646.20,41.7,28.9,29.4,47568,48528,10.22,6.00,43448,27795.2,5079,92512,57513,181071,114031
228,48528,27744.1,5107,6157.11,42.5,22.2,35.3,47568,48528,10.22,6.00,41081,27782.4,7446,84926,57611,169288,114173
229,48528,28192.3,2504,6177.93,38.3,27.2,34.4,47568,48528,10.22,6.00,43935,27884.9,4592,94189,58524,179916,115880
230,48528,27869.1,2957,6335.03,40.8,28.9,30.3,47568,48528,10.22,6.00,42504,27880.9,6023,93975,57858,179315,114608
231,48528,27884.8,671,6253.54,30.8,30.8,38.3,47568,48528,10.22,6.00,47412,27881.9,1116,106167,57970,195628,114769
232,48528,27579.7,1869,6541.51,32.5,32.8,34.7,47568,48528,10.22,6.00,46808,27806.4,1719,98095,57189,190342,113309
233,48528,27959.2,4485,6173.34,31.7,30.0,38.3,47568,48528,10.22,6.00,44419,27844.6,4109,98976,58122,186277,114996
234,48528,27640.9,577,6371.99,27.8,29.4,42.8,47568,48528,10.22,6.00,46769,27793.6,1759,102443,57119,189406,113185
235,48528,27634.1,574,6375.94,30.0,27.2,42.8,47568,48528,10.22,6.00,43867,27753.7,4661,92442,57279,177054,113434
236,48528,27764.0,5150,5994.47,28.1,27.5,44.4,47568,48528,10.22,6.00,42723,27756.3,5805,91261,57444,177734,113925
237,48528,27853.6,6069,5855.63,26.1,30.6,43.3,47568,48528,10.22,6.00,42290,27780.6,6238,91158,57800,174309,114337
238,48528,28102.7,3283,6475.07,28.3,28.3,43.3,47568,48528,10.22,6.00,46441,27861.1,2087,99304,58547,193584,115912
239,48528,28467.6,4182,6103.34,27.5,32.8,39.7,47568,48528,10.22,6.00,47351,28012.7,1176,102264,59184,198088,117116
240,48528,28256.3,2988,6638.36,30.6,28.9,40.6,47568,48528,10.22,6.00,40462,28073.6,8065,84926,58496,166564,115838
241,48528,28135.0,561,6393.95,39.2,26.9,33.9,47568,48528,10.22,6.00,43146,28089.0,5382,89398,58445,176536,115842
242,48528,27933.3,2216,6263.34,35.8,29.2,35.0,47568,48528,10.22,6.00,42550,28050.1,5978,92786,57908,179104,114941
243,48528,28257.6,3564,6307.18,36.9,27.8,35.3,47568,48528,10.22,6.00,43213,28101.9,5315,87478,58531,170083,115911
244,48528,27400.1,577,6582.97,40.0,25.3,34.7,47568,48528,10.22,6.00,44597,27926.5,3931,95433,56608,178265,112080
245,48528,27589.9,574,6240.15,35.0,23.9,41.1,47568,48528,10.22,6.00,44374,27842.3,4153,96080,57066,185094,113102
246,48528,27520.6,2688,6354.65,28.9,18.6,52.5,47568,48528,10.22,6.00,43959,27761.9,4568,89413,56884,178006,112769
247,48528,27776.8,2163,6318.85,28.6,18.3,53.1,47568,48528,10.22,6.00,42357,27765.6,6171,91156,57580,174718,113854
248,51916,27157.0,3424,6430.69,26.4,13.9,59.7,51916,48528,10.22,6.00,51916,27613.5,0,112853,56135,218498,111215
249,51916,27297.9,3567,6279.36,28.1,13.9,58.1,51916,48528,10.22,6.00,40266,27534.6,11651,86662,56490,169997,111922
250,51916,27599.1,1387,6600.45,30.0,11.1,58.9,51916,48528,10.22,6.00,42818,27550.7,9098,89820,57124,169017,113163
251,51916,27981.9,5997,6057.42,31.7,12.8,55.6,51916,48528,10.22,6.00,45248,27658.5,6668,94996,57960,184068,114724
252,51916,27885.5,5163,6346.22,29.2,14.7,56.1,51916,48528,10.22,6.00,43723,27715.2,8193,91715,57630,178944,114144
253,51916,27579.4,2530,6268.81,31.7,17.8,50.6,51916,48528,10.22,6.00,43271,27681.3,8646,91145,56976,179481,112752
254,51916,27761.3,7671,5916.82,36.9,16.7,46.4,51916,48528,10.22,6.00,40736,27701.3,11180,88185,57527,169203,114051
255,51916,27835.0,3393,6215.53,27.2,19.2,53.6,51916,48528,10.22,6.00,45022,27734.7,6895,97106,57654,185037,114302
256,51916,27838.5,5142,6088.29,33.6,19.2,47.2,51916,48528,10.22,6.00,40226,27760.7,11690,83481,57749,161736,114523
257,51916,27387.4,945,6540.55,29.4,11.7,58.9,51916,48528,10.22,6.00,46303,27667.3,5614,98539,56679,183035,112289
258,51916,27905.0,5890,6194.47,25.3,8.6,66.1,51916,48528,10.22,6.00,45637,27726.8,6279,98173,57855,188986,114858
259,51916,27830.4,6183,6039.93,25.3,10.0,64.7,51916,48528,10.22,6.00,41737,27752.7,10180,87643,57625,168698,114149
260,51916,28426.3,6591,6255.42,23.6,10.6,65.8,51916,48528,10.22,6.00,46014,27921.1,5902,97986,58952,188710,116803
261,51916,27789.6,1771,6293.48,26.9,13.1,60.0,51916,48528,10.22,6.00,46281,27888.2,5635,98132,57443,189317,113718
262,51916,28588.5,2244,6043.97,29.4,10.3,60.3,51916,48528,10.22,6.00,49484,28063.3,2432,108678,59321,203914,117519
263,51916,28233.7,1847,6790.44,33.6,9.4,56.9,51916,48528,10.22,6.00,46485,28105.9,5431,101459,58679,192093,115828
264,51916,28422.0,5521,6214.94,29.7,11.7,58.6,51916,48528,10.22,6.00,42992,28184.9,8924,95827,58979,180745,116753
265,51916,28540.7,2463,6147.94,32.5,10.8,56.7,51916,48528,10.22,6.00,43434,28273.9,8483,93061,59270,179313,117279
266,51916,28160.7,1108,6264.85,32.2,13.9,53.9,51916,48528,10.22,6.00,44263,28245.6,7653,95214,58359,185181,115760
267,51916,28583.9,554,6461.16,29.4,15.6,55.0,51916,48528,10.22,6.00,45894,28330.2,6022,96000,59512,185332,117607
268,51916,28530.1,1020,6471.14,36.4,8.9,54.7,51916,48528,10.22,6.00,43462,28380.1,8455,91040,59178,172976,117291
269,51916,28497.9,4158,6178.07,38.1,11.4,50.6,51916,48528,10.22,6.00,42888,28409.6,9028,91286,59127,180855,117018
270,51916,28316.2,3109,6438.23,40.3,10.0,49.7,51916,48528,10.22,6.00,43229,28386.2,8687,90593,58529,174207,115749
271,51916,28227.6,5533,6415.57,39.4,7.2,53.3,51916,48528,10.22,6.00,44592,28346.6,7324,98112,58237,183622,115184
272,51916,28241.1,5252,6510.07,38.9,7.2,53.9,51916,48528,10.22,6.00,49777,28320.2,2140,104132,58319,203244,115455
273,51916,28049.2,2058,6355.18,36.4,5.6,58.1,51916,48528,10.22,6.00,42097,28252.5,9819,86163,57653,172060,114048
274,51916,28621.1,2548,6169.06,25.8,5.3,68.9,51916,48528,10.22,6.00,43249,28344.6,8667,89902,59147,174337,116813
275,51916,28136.1,3395,5971.92,18.9,6.7,74.4,51916,48528,10.22,6.00,42319,28292.5,9597,94475,58123,180807,114876
276,51916,27306.4,4968,6189.58,30.3,5.6,64.2,51916,48528,10.22,6.00,43777,28046.0,8139,92265,56383,178739,111757
277,51916,28296.4,1660,6498.55,19.2,10.8,70.0,51916,48528,10.22,6.00,47693,28108.6,4223,104061,58615,196384,115711
278,51916,28122.9,1313,6594.55,18.3,11.9,69.7,51916,48528,10.22,6.00,47536,28112.2,4380,103154,57999,194728,114667
279,51916,27897.0,4389,5925.67,12.5,14.2,73.3,51916,48528,10.22,6.00,41662,28058.4,10254,88021,57736,172698,114345
