gen,best,avg,worst,std_dev,pct_babylon,pct_niles,pct_other,best_babylon,best_niles,best_summoner,best_resilient,raw_best,avg_ema,best_gain,best_late,avg_late,best_card,avg_card
77,45248,24487.2,1707,6399.28,41.7,43.3,15.0,45248,43121,9.79,6.00,39302,24753.6,5947,80800,49788,161055,98781
78,45248,24854.5,3980,5831.26,40.3,43.6,16.1,45248,43121,9.79,6.00,42166,24778.8,3082,91325,50638,175213,100305
79,45248,24998.3,7171,5983.27,41.7,39.2,19.2,45248,43121,9.79,6.00,38146,24833.7,7103,80930,50987,152699,100919
80,45248,24698.1,2642,5932.38,47.2,36.9,15.8,45248,43121,9.79,6.00,39490,24799.8,5758,82945,50259,161128,99529
81,45248,24604.1,3770,5959.15,46.9,37.8,15.3,45248,43121,9.79,6.00,38903,24750.8,6345,83069,50235,163450,99459
82,45248,24649.9,2007,6058.58,49.4,36.9,13.6,45248,43203,9.79,6.00,43203,24725.6,2045,90681,50368,181704,99293
83,45248,25220.3,2274,6198.76,43.3,42.2,14.4,45248,43203,9.79,6.00,42728,24849.3,2520,93224,51612,176024,101832
84,45248,25177.7,3772,5983.40,48.3,36.4,15.3,45248,43203,9.79,6.00,40479,24931.4,4770,86014,51498,162646,101746
85,47989,25349.6,3859,6105.83,41.4,45.0,13.6,45248,47989,9.79,6.00,47989,25035.9,0,108930,51990,200068,102654
86,47989,25118.6,4485,6436.91,39.7,45.6,14.7,45248,47989,9.79,6.00,39904,25056.6,8085,85527,51471,164481,101523
87,47989,25294.1,5043,6026.56,34.4,49.4,16.1,45248,47989,9.79,6.00,40415,25116.0,7573,81131,51751,157363,102150
88,47989,25927.0,2405,6351.90,28.1,52.5,19.4,45248,47989,9.79,6.00,41801,25318.7,6187,86397,53450,168628,105481
89,47989,25438.1,899,6547.04,30.8,53.1,16.1,45248,47989,9.94,6.00,42868,25348.6,5121,90099,52067,173478,102868
90,47989,24116.2,801,6461.85,32.5,54.2,13.3,45248,47989,9.94,6.00,39983,25040.5,8005,85590,49258,162510,97264
91,47989,24129.9,4514,6014.57,29.4,54.2,16.4,45248,47989,9.94,6.00,41494,24812.8,6494,85120,49249,165050,97384
92,47989,25025.3,3771,6215.63,31.4,49.4,19.2,45248,47989,9.94,6.00,40016,24866.0,7973,85853,51248,163895,101245
93,47989,24697.0,4626,6146.74,27.2,51.9,20.8,45248,47989,9.94,6.00,38502,24823.7,9486,82069,50421,155779,99406
94,47989,24572.4,1712,6565.71,28.1,53.3,18.6,45248,47989,9.94,6.00,43241,24760.9,4748,91577,50216,171993,99217
95,47989,25304.1,1286,6582.46,31.9,44.2,23.9,45248,47989,9.94,6.00,40571,24896.7,7418,89328,51867,173529,102112
96,47989,25172.2,5370,5821.35,31.7,46.7,21.7,45248,47989,9.94,6.00,38044,24965.6,9944,83917,51397,160515,101711
97,47989,24907.5,564,6280.54,38.6,45.3,16.1,45248,47989,9.94,6.00,40819,24951.0,7169,84768,50949,165447,100365
98,47989,25197.0,3690,6017.37,40.3,43.6,16.1,45248,47989,9.94,6.00,40558,25012.5,7431,88832,51680,161924,101876
99,47989,25791.4,4068,6287.94,35.6,42.8,21.7,45248,47989,9.94,6.00,43753,25207.3,4236,91120,53093,174734,104762
100,47989,25231.7,592,6383.41,35.3,43.3,21.4,45248,47989,9.94,6.00,39255,25213.4,8734,81988,51820,157584,102228
101,47989,26005.4,5923,5762.39,32.2,47.8,20.0,45248,47989,9.94,6.00,38344,25411.4,9644,81811,53611,155664,105624
102,47989,25561.1,4052,6454.94,26.4,50.6,23.1,45248,47989,9.94,6.00,47141,25448.8,848,104664,52626,195854,103767
103,47989,25606.9,3423,6466.68,33.6,43.1,23.3,45248,47989,9.94,6.00,40588,25488.3,7400,84249,52543,160071,103613
104,47989,25418.3,5459,6209.11,35.3,40.3,24.4,45248,47989,9.94,6.00,44799,25470.8,3189,97779,52265,186290,103141
105,47989,26250.4,1064,6653.33,35.6,36.7,27.8,45248,47989,9.94,6.00,42803,25665.7,5186,91846,54164,174969,106706
106,47989,26129.1,4326,6253.37,31.1,47.2,21.7,45248,47989,9.94,6.00,46703,25781.6,1285,99605,53944,191583,106424
107,47989,25308.7,582,5941.43,37.2,40.3,22.5,45248,47989,9.94,6.00,38306,25663.3,9682,81167,52015,153824,102548
108,47989,25640.9,1205,6491.22,38.3,36.4,25.3,45827,47989,9.94,6.00,45827,25657.7,2161,100185,52592,185366,103663
109,47989,26238.9,843,6070.81,35.3,37.8,26.9,45827,47989,9.94,6.00,39277,25803.0,8712,85826,54143,162615,106660
110,47989,25967.5,4551,6131.30,34.7,41.1,24.2,45827,47989,9.94,6.00,43199,25844.1,4790,92459,53423,179293,105310
111,47989,25996.8,1948,6710.38,33.1,45.8,21.1,45827,47989,9.94,6.00,38935,25882.3,9054,80360,53440,155968,105430
112,47989,26368.3,1395,6002.20,35.8,43.6,20.6,45827,47989,9.94,6.00,40603,26003.8,7386,87806,54451,166152,107198
113,47989,25545.9,1889,6462.92,37.5,41.4,21.1,45827,47989,9.94,6.00,39075,25889.3,8913,81900,52515,163209,103714
114,47989,26549.8,4611,6355.69,34.2,45.8,20.0,45827,47989,9.94,6.00,42122,26054.4,5867,86328,54783,169975,107784
115,47989,25385.5,1260,6480.89,41.4,47.2,11.4,45827,47989,9.94,6.00,39735,25887.2,8253,84052,52035,160777,102508
116,47989,26198.5,1775,6991.36,41.7,48.9,9.4,45827,47989,9.94,6.00,44617,25965.0,3372,95836,54143,180907,106512
117,47989,26678.9,2731,5835.48,40.6,50.0,9.4,45827,47989,9.94,6.00,44947,26143.5,3042,98038,55201,187079,108566
118,47989,25979.8,1147,6615.60,38.1,49.7,12.2,45827,47989,9.94,6.00,43794,26102.5,4195,93934,53466,176922,105337
119,47989,26374.6,2323,6414.34,35.3,51.9,12.8,45827,47989,9.94,6.00,40694,26170.6,7295,84767,54446,165720,107274
120,47989,28083.2,919,6294.94,31.9,55.0,13.1,45827,47989,9.94,6.00,43909,26648.7,4080,96075,58096,184109,114170
121,47989,27210.2,1836,6403.54,31.1,55.8,13.1,45827,47989,9.94,6.00,42287,26789.1,5701,87889,56100,172067,110522
122,47989,27327.9,4393,6439.45,29.2,59.7,11.1,45827,47989,9.94,6.00,44472,26923.8,3517,95483,56276,182930,110868
123,47989,27338.9,2866,6086.10,29.4,54.7,15.8,45827,47989,9.94,6.00,44752,27027.6,3237,96858,56365,180170,111089
124,47989,26682.7,4944,6069.91,37.2,51.4,11.4,45827,47989,9.94,6.00,40235,26941.4,7754,85233,54790,168378,107894
125,47989,27128.5,7519,5821.19,46.9,40.0,13.1,45827,47989,9.94,6.00,40294,26988.1,7695,87284,55878,167914,110127
126,47989,27203.1,4404,6655.98,51.1,36.1,12.8,45827,47989,9.94,6.00,44398,27041.9,3591,94098,56042,180308,110374
127,47989,27046.7,3822,6014.09,48.1,40.3,11.7,45827,47989,9.94,6.00,42009,27043.1,5979,86499,55631,170002,109595
128,47989,27367.7,903,6357.58,48.3,38.9,12.8,45827,47989,9.94,6.00,44000,27124.2,3988,93697,56547,180027,111167
129,47989,26976.5,3746,6441.35,53.9,36.9,9.2,45827,47989,9.94,6.00,40017,27087.3,7971,86276,55656,167445,109715
130,47989,27080.2,3807,6277.75,55.8,36.7,7.5,45827,47989,9.94,6.00,45757,27085.5,2232,99799,55802,187420,109715
131,47989,26415.5,1862,6430.67,53.3,37.5,9.2,45827,47989,9.94,6.00,41888,26918.0,6101,88796,54100,170049,106754
132,47989,27213.7,1246,6163.00,52.2,40.3,7.5,45827,47989,9.94,6.00,42500,26991.9,5489,89643,55911,168076,110451
133,47989,27127.6,7749,5907.01,52.2,39.2,8.6,45827,47989,9.94,6.00,42746,27025.9,5243,88679,55715,172710,110066
134,47989,26002.6,1477,6776.54,56.7,37.5,5.8,45827,47989,9.94,6.00,41710,26770.0,6278,92603,53145,179523,105029
135,47989,26646.9,3987,5728.65,48.3,42.8,8.9,45827,47989,9.94,6.00,40571,26739.2,7418,83782,54607,163018,107837
136,47989,26514.8,2943,6081.31,48.3,40.8,10.8,45827,47989,9.94,6.00,42050,26683.1,5938,85556,54331,166034,107184
137,47989,26533.1,780,6431.45,51.9,41.7,6.4,45827,47989,9.94,6.00,41398,26645.6,6590,87404,54223,160731,107043
138,47989,26986.6,2853,6326.37,50.0,39.2,10.8,45827,47989,9.94,6.00,44033,26730.9,3956,92357,55316,178703,109181
139,47989,26782.8,6834,6168.27,52.8,35.8,11.4,45827,47989,9.94,6.00,39943,26743.9,8046,80854,55139,159370,108615
140,47989,26774.6,727,6228.13,52.5,34.4,13.1,45827,47989,9.94,6.00,42361,26751.5,5628,91488,55159,167765,108756
141,47989,27322.6,4593,6299.86,48.9,42.8,8.3,45827,47989,9.94,6.00,45391,26894.3,2598,98804,56275,184529,111055
142,47989,27244.6,830,6669.85,56.1,33.3,10.6,46303,47989,9.97,6.00,46303,26981.9,1685,98044,56082,183880,110391
143,47989,27247.4,3862,6253.66,55.8,33.3,10.8,46303,47989,9.97,6.00,41539,27048.2,6449,88783,56117,173554,110617
144,47989,27310.0,1307,6364.79,60.3,30.8,8.9,46303,47989,9.97,6.00,43664,27113.7,4324,96147,56052,179413,110592
145,47989,27608.0,5313,5956.78,61.1,29.4,9.4,46303,47989,9.97,6.00,42859,27237.3,5130,89127,56881,172924,112100
146,47989,27191.2,4654,6279.15,60.6,28.1,11.4,46303,47989,9.97,6.00,40065,27225.7,7923,86493,55868,163616,110416
147,47989,27388.8,2176,6340.88,60.3,30.8,8.9,46303,47989,9.97,6.00,44303,27266.5,3686,91351,56333,179226,111191
148,47989,27478.1,674,6638.15,58.9,32.8,8.3,46303,47989,9.97,6.00,46860,27319.4,1129,102871,56808,197141,112030
149,47989,27180.5,5851,6190.51,56.4,33.9,9.7,46303,47989,9.97,6.00,42959,27284.7,5029,95087,55950,179353,110432
150,47989,26907.9,4410,6080.70,54.7,34.2,11.1,46303,47989,9.97,6.00,41840,27190.5,6149,90767,55560,174009,109557
151,47989,27388.5,1680,6301.38,55.3,30.8,13.9,46303,47989,9.97,6.00,41203,27240.0,6786,84437,56600,166309,111744
152,47989,26877.7,4021,6058.78,54.4,30.6,15.0,46303,47989,9.97,6.00,40253,27149.4,7736,86470,55490,171037,109640
153,47989,27304.2,5842,6707.42,54.7,35.6,9.7,46303,47989,9.97,6.00,44290,27188.1,3698,89875,56488,179304,111232
154,47989,26756.8,5953,5971.73,56.7,32.8,10.6,46303,47989,9.97,6.00,43088,27080.3,4900,90279,55167,176984,109090
155,47989,27320.4,703,6230.11,52.5,37.5,10.0,46303,47989,9.97,6.00,42724,27140.3,5265,91546,56504,176285,111405
156,47989,26813.2,2542,6553.97,51.9,40.8,7.2,46303,47989,9.97,6.00,45894,27058.5,2094,98526,55360,189558,109365
157,47989,27004.7,4087,6058.97,44.7,43.1,12.2,46303,47989,9.97,6.00,42466,27045.1,5522,89196,55663,171187,109853
158,47989,26795.9,2946,6698.84,42.5,45.3,12.2,46303,47989,9.97,6.00,46047,26982.8,1941,101214,55346,188942,109275
159,47989,27389.3,2169,6129.38,37.2,49.2,13.6,46303,47989,9.97,6.00,42602,27084.4,5387,90784,56572,172428,111883
160,47989,27280.0,601,6490.86,36.1,48.1,15.8,46303,47989,9.97,6.00,43917,27133.3,4072,91514,56273,180437,110853
161,47989,27457.7,2632,6302.85,38.3,46.4,15.3,46303,47989,9.97,6.00,47304,27214.4,685,101771,56778,190737,112034
162,48489,27231.2,5922,6708.81,39.4,43.3,17.2,46303,48489,9.97,6.00,48489,27218.6,0,98566,56331,192739,111189
163,48489,26927.6,790,6642.17,43.1,41.1,15.8,46303,48489,9.97,6.00,46026,27145.9,2463,98395,55515,186053,109591
164,48489,27221.2,935,6192.29,41.7,35.8,22.5,46303,48489,9.97,6.00,44370,27164.7,4119,94632,56386,181075,111258
165,48489,27407.7,2646,6587.80,38.1,35.8,26.1,46303,48489,9.97,6.00,44138,27225.5,4350,93824,56540,178374,111631
166,48489,26986.1,576,6522.04,35.0,40.3,24.7,46303,48489,9.97,6.00,41049,27165.6,7440,90084,55682,167392,110054
167,48489,26929.2,620,6433.02,41.9,35.8,22.2,46303,48489,9.97,6.00,43295,27106.5,5193,93118,55741,175503,109815
168,48489,27544.0,3937,6222.51,45.3,30.8,23.9,46303,48489,9.97,6.00,44060,27215.9,4429,93784,56886,182949,112233
169,48489,27453.9,737,6133.48,48.9,30.0,21.1,46303,48489,9.97,6.00,41563,27275.4,6926,89855,56774,172254,111914
170,48489,27246.4,2850,6206.29,42.8,30.8,26.4,46303,48489,10.06,6.00,41088,27268.1,7401,89620,56282,174266,111158
171,48489,26741.4,4659,6220.63,44.7,27.2,28.1,46303,48489,10.06,6.00,42026,27136.5,6463,90737,55232,174731,109000
172,48489,28124.7,5144,6289.67,37.2,30.6,32.2,46303,48489,10.06,6.00,45614,27383.5,2875,99716,58298,191233,114815
173,48489,27384.8,5379,6132.67,35.3,30.0,34.7,46303,48489,10.06,6.00,47625,27383.8,864,99326,56653,189185,111766
174,48489,27583.2,3858,6202.33,35.0,30.3,34.7,46303,48489,10.06,6.00,43539,27433.7,4950,90317,57059,176631,112708
175,48489,27318.0,1890,6706.90,29.4,32.5,38.1,46303,48489,10.06,6.00,42118,27404.8,6371,90386,56362,172941,111246
176,48489,27423.9,2207,6565.51,30.8,35.6,33.6,46303,48489,10.06,6.00,42523,27409.6,5966,89138,56760,171477,111917
177,48489,27217.2,750,6349.00,34.4,35.3,30.3,46303,48489,10.06,6.00,40436,27361.5,8053,82522,56315,161676,111196
178,48528,27557.3,1547,6737.60,31.1,31.7,37.2,46303,48528,10.06,6.00,48528,27410.4,0,108424,57140,205269,112616
179,48528,26985.8,2100,6345.61,38.3,27.2,34.4,46303,48528,10.06,6.00,42325,27304.3,6203,88196,55751,174097,110195
180,48528,27366.8,1804,6799.68,33.3,31.4,35.3,46303,48528,10.06,6.00,42542,27319.9,5985,88856,56450,175845,111459
181,48528,27712.4,3079,6288.15,35.0,34.4,30.6,46303,48528,10.06,6.00,43437,27418.0,5091,90458,57305,176743,112987
182,48528,27700.7,2826,6384.86,33.1,35.6,31.4,46303,48528,10.06,6.00,42864,27488.7,5664,91700,57259,178358,112999
183,48528,27606.0,2783,6297.35,29.2,40.8,30.0,46303,48528,10.18,6.00,42218,27518.0,6309,90542,56968,176372,112570
184,48528,28029.8,1524,6489.55,29.2,39.2,31.7,46303,48528,10.18,6.00,45055,27646.0,3472,95747,57897,182341,114330
185,48528,27861.3,5403,6187.11,30.6,34.7,34.7,46303,48528,10.18,6.00,41581,27699.8,6946,83748,57712,165005,113996
186,48528,27664.8,5432,6006.59,30.3,31.4,38.3,46303,48528,10.18,6.00,43236,27691.1,5291,94157,57185,179875,112852
187,48528,28272.1,5787,6185.29,31.1,32.5,36.4,46303,48528,10.18,6.00,42592,27836.3,5936,91724,58487,175699,115427
188,48528,27702.8,6375,5893.16,26.9,33.9,39.2,46303,48528,10.18,6.00,41325,27802.9,7203,88038,57138,168921,112975
189,48528,27782.9,910,6072.54,30.3,33.1,36.7,46303,48528,10.18,6.00,39384,27797.9,9144,85482,57486,166818,113379
190,48528,27378.1,796,6325.77,27.5,38.9,33.6,46303,48528,10.18,6.00,43193,27693.0,5335,92329,56692,177987,111951
191,48528,26717.2,3891,5859.80,29.7,40.6,29.7,46303,48528,10.18,6.00,41250,27449.0,7277,91348,55077,170171,108897
192,48528,27427.5,2149,6244.46,31.4,36.9,31.7,46303,48528,10.18,6.00,42904,27443.7,5624,89575,56524,171753,111440
193,48528,27461.5,2145,6352.03,33.1,35.3,31.7,46303,48528,10.18,6.00,45431,27448.1,3097,99655,56723,191655,111985
194,48528,27999.7,2730,6302.99,32.2,37.8,30.0,46303,48528,10.18,6.00,43373,27586.0,5155,91248,57892,177630,114383
195,48528,27616.1,3104,6415.94,32.5,33.9,33.6,46303,48528,10.18,6.00,42207,27593.6,6320,91262,57105,175078,112803
196,48528,27750.0,6620,5866.83,38.1,35.3,26.7,46303,48528,10.18,6.00,43637,27632.7,4891,92169,57285,174972,113240
197,48528,27927.0,5217,6085.12,48.3,29.4,22.2,46303,48528,10.18,6.00,40434,27706.2,8094,86665,57574,167288,113620
198,48528,27774.8,980,5966.14,50.8,27.8,21.4,46303,48528,10.18,6.00,43563,27723.4,4964,92277,57414,180827,113328
199,48528,27364.0,3190,6240.00,51.9,28.6,19.4,46303,48528,10.20,6.00,43187,27633.5,5341,92658,56350,177805,111175
200,48528,26759.8,5015,5682.72,52.2,33.6,14.2,46303,48528,10.20,6.00,45021,27415.1,3507,93979,55158,184995,109004
201,48528,27036.1,2665,6559.31,48.6,38.6,12.8,46303,48528,10.20,6.00,40838,27320.3,7690,86026,55675,164802,110075
202,48528,27434.2,2560,5943.18,43.1,40.3,16.7,46303,48528,10.20,6.00,41873,27348.8,6655,86239,56591,169243,111893
203,48528,26841.8,2568,6534.33,45.6,34.2,20.3,46303,48528,10.20,6.00,42766,27222.1,5762,91254,55383,170776,109374
204,48528,27837.1,7315,5906.29,48.6,29.2,22.2,46303,48528,10.20,6.00,44095,27375.8,4433,95334,57648,180725,113837
205,48528,27504.0,4211,5864.96,51.1,28.3,20.6,46303,48528,10.20,6.00,44260,27407.9,4268,96382,57028,184785,112606
206,48528,28216.6,5151,5941.55,54.4,26.1,19.4,46560,48528,10.20,6.00,46560,27610.1,1968,100043,58244,185523,115094
