gen,best,avg,worst,std_dev,pct_babylon,pct_niles,pct_other
0,10,6.0,0,4.90,60.0,40.0,0.0
1,10,6.0,0,4.90,40.0,60.0,0.0
2,10,2.0,0,4.00,60.0,40.0,0.0
