gen,best,avg,worst,std_dev,pct_babylon,pct_niles,pct_other,best_babylon,best_niles,best_summoner,best_resilient,raw_best,avg_ema,best_gain,best_late,avg_late,best_card,avg_card
0,16488,9355.0,47,3590.62,33.3,47.5,19.2,15176,16488,8.97,5.49,16488,9355.0,0,39610,18072,79069,36338
1,18378,10076.8,1489,3075.32,31.7,47.8,20.6,15605,16527,8.97,5.58,18378,9535.4,0,70452,23335,135962,46590
2,18378,10509.4,49,2992.16,30.0,48.9,21.1,15963,17399,8.97,5.58,17399,9778.9,979,62661,26413,114146,52414
3,18378,10766.8,41,2729.75,28.1,53.3,18.6,15963,17558,8.97,5.58,17558,10025.9,820,61460,27498,116188,54573
4,18378,10783.8,859,2738.64,27.8,50.8,21.4,16243,17558,8.97,5.58,16243,10215.4,2135,54317,27473,93322,54383
5,18378,10621.7,404,2972.77,25.6,53.9,20.6,16243,17558,8.97,5.58,17176,10317.0,1202,49772,26283,96660,52216
6,18378,10723.1,181,2898.17,28.3,50.8,20.8,16243,17722,8.97,5.58,17722,10418.5,656,59851,27443,112857,54318
7,18378,10797.4,219,2863.58,29.7,49.2,21.1,16243,17722,8.97,5.58,16979,10513.2,1399,74986,27886,138447,55079
8,18378,11186.1,1945,2534.39,27.2,50.8,21.9,16469,17722,8.97,5.58,16884,10681.5,1493,56182,29299,107225,57979
9,18378,10923.8,225,2878.90,27.5,50.8,21.7,17117,17722,8.97,5.58,17117,10742.0,1261,69009,28021,132933,55470
10,18378,10703.9,41,2782.98,28.1,57.2,14.7,17117,17722,8.97,5.58,15997,10732.5,2381,48359,26866,94962,53432
11,18378,11030.4,544,2911.27,28.9,54.4,16.7,17512,17722,8.97,5.58,17616,10807.0,761,49178,28865,92578,57010
12,18455,11109.0,319,2822.85,30.8,55.0,14.2,17512,18455,8.97,5.58,18455,10882.5,0,61283,29157,112070,57586
13,18455,10823.2,41,3011.88,25.0,57.5,17.5,17512,18455,8.97,5.58,17299,10867.7,1156,49749,27746,93444,55037
14,19004,10977.2,747,2911.26,23.6,55.8,20.6,17512,19004,8.97,5.58,19004,10895.0,0,68541,28450,134482,56417
15,19004,11050.3,233,2842.33,22.8,60.0,17.2,17512,19004,8.97,5.58,16265,10933.9,2739,54724,28808,108968,57296
16,19004,11063.4,41,2863.83,20.3,63.6,16.1,17512,19004,8.97,5.58,17005,10966.2,1999,58479,28738,114829,57185
17,19004,10745.8,41,2885.11,19.4,63.9,16.7,17512,19004,8.97,5.58,16286,10911.1,2718,64821,27514,122835,54599
18,19004,10987.6,396,2756.27,20.6,58.9,20.6,17512,19004,8.97,5.58,18080,10930.3,925,62924,28686,124704,57094
19,19004,10888.2,608,2757.90,19.7,60.6,19.7,17512,19004,8.97,5.58,16493,10919.7,2511,53982,27980,105304,55599
20,19004,11138.2,397,2830.32,14.4,62.5,23.1,17512,19004,8.97,5.58,17597,10974.4,1407,66198,28671,124570,56907
21,19004,10965.2,789,2930.25,18.3,61.9,19.7,17512,19004,8.97,5.58,16941,10972.1,2064,60874,28215,117299,56111
22,19004,10935.7,1040,2824.81,15.3,64.2,20.6,17512,19004,8.97,5.58,17405,10963.0,1600,57936,28169,108054,56033
23,19004,10969.3,166,2873.16,16.7,63.6,19.7,17512,19004,9.04,5.58,17666,10964.6,1338,63610,27804,122095,55179
24,19826,11084.4,55,2833.19,17.8,63.3,18.9,17512,19826,9.08,5.58,19826,10994.5,0,68534,28489,130582,56661
25,19826,10880.4,41,2837.26,18.3,63.3,18.3,17512,19826,9.08,5.58,17159,10966.0,2667,41392,27547,81847,54831
26,19826,11004.1,1176,2810.88,18.3,65.8,15.8,17512,19826,9.20,5.58,17306,10975.5,2520,63805,28537,117878,56479
27,19826,10975.9,52,2768.44,17.2,66.1,16.7,17512,19826,9.43,5.58,16390,10975.6,3437,47997,27836,90989,55426
28,19826,10889.3,46,2674.56,22.5,67.2,10.3,17512,19826,9.90,5.58,16464,10954.0,3362,47556,27679,89755,55228
29,19826,10791.6,219,2753.94,28.9,62.8,8.3,17512,19826,9.90,5.58,17892,10913.4,1935,60530,27722,115151,55112
30,19826,11180.0,587,2518.57,27.8,62.5,9.7,17512,19826,9.90,5.76,17224,10980.1,2603,57187,27469,109215,54569
31,19826,11190.5,925,2681.51,27.8,61.4,10.8,18699,19826,9.90,5.76,18699,11032.7,1127,53030,28502,101552,56538
32,19826,11112.7,296,2830.72,29.7,60.8,9.4,18699,19826,9.90,5.76,17609,11052.7,2218,50140,27572,94964,54723
33,19826,11022.9,916,2877.72,27.5,61.9,10.6,18699,19826,9.90,5.76,17897,11045.2,1929,61542,26844,114834,53417
34,19826,11172.6,413,2891.90,27.2,61.4,11.4,18699,19826,9.90,5.76,17266,11077.1,2560,48781,27322,92883,54300
35,19826,11093.0,645,2962.11,28.9,62.2,8.9,18699,19826,9.90,5.76,16907,11081.1,2920,48445,27050,91768,53565
36,19826,11089.8,41,2933.48,35.6,54.7,9.7,18699,19826,9.90,5.76,17913,11083.2,1913,58118,27708,116624,55106
37,19826,11131.7,208,3057.56,29.2,57.2,13.6,18699,19826,9.90,5.76,16833,11095.4,2994,46744,27356,89219,54443
38,19826,11049.5,41,2732.22,28.1,61.7,10.3,18699,19826,9.90,5.76,16799,11083.9,3028,48387,27597,97673,54828
39,19826,11154.9,46,2850.35,25.3,66.4,8.3,18699,19826,9.90,5.76,16850,11101.6,2976,51692,27676,101431,54966
40,19826,11119.9,63,2730.20,24.7,65.8,9.4,18699,19826,9.90,5.76,16576,11106.2,3251,46324,27313,89591,54414
41,19826,11207.6,219,2770.52,22.5,69.2,8.3,18699,19826,9.90,5.76,16925,11131.5,2901,56428,27856,108820,55312
42,19826,10876.2,587,2989.12,18.1,75.0,6.9,18699,19826,9.90,5.76,17765,11067.7,2062,65103,26330,124861,52673
43,19826,11182.8,1354,2591.43,17.2,76.1,6.7,18699,19826,9.90,5.76,17686,11096.5,2141,44696,27889,86829,55617
44,19826,11056.3,721,2784.21,17.2,73.1,9.7,18705,19826,9.98,5.76,18705,11086.4,1121,61539,27108,117224,54145
45,19826,11130.0,41,2755.06,20.3,70.8,8.9,18705,19826,9.98,5.76,16951,11097.3,2875,42297,28379,85342,56400
46,19826,11203.3,84,2785.55,16.1,73.9,10.0,18705,19826,9.98,5.77,17941,11123.8,1886,49367,28290,94115,56196
47,19826,11195.8,670,2937.85,15.8,69.7,14.4,18705,19826,9.98,5.85,18596,11141.8,1230,69401,27847,127842,55442
48,19826,11161.1,41,2811.63,17.2,63.9,18.9,18705,19826,9.98,5.85,17953,11146.6,1873,64703,28192,123533,56036
49,19826,11117.7,248,2770.24,17.5,64.2,18.3,18705,19826,9.98,5.85,18706,11139.4,1121,69038,28031,127499,55915
50,20276,11217.9,2028,2519.54,20.3,61.7,18.1,18705,20276,9.98,5.85,20276,11159.0,0,81174,28596,147387,56981
51,20276,11094.7,219,2752.48,21.7,59.4,18.9,18705,20276,9.98,5.85,16417,11142.9,3859,46158,27828,90870,55492
52,20276,11237.5,786,2844.79,20.0,66.4,13.6,18705,20276,9.98,5.85,18164,11166.6,2112,60680,28313,119503,56250
53,20276,11254.9,641,2870.54,15.3,68.6,16.1,18705,20276,9.98,5.85,17615,11188.7,2661,59603,28392,113384,56546
54,20276,11273.1,41,2912.29,20.3,65.6,14.2,18705,20276,9.98,5.85,16667,11209.8,3609,44262,28617,82255,57011
55,20276,11257.0,771,2557.93,20.8,64.7,14.4,18705,20276,9.98,5.87,16935,11221.6,3341,43143,28411,86430,56472
56,20276,11177.4,185,2686.10,22.8,58.9,18.3,18705,20276,10.08,5.87,16132,11210.5,4144,49375,28073,99958,55959
57,20276,11236.4,2255,2522.25,23.6,58.1,18.3,18705,20276,10.08,5.87,17527,11217.0,2749,50843,28817,105452,57389
58,20276,11244.4,909,2621.36,28.1,58.9,13.1,18705,20276,10.08,5.95,17607,11223.8,2669,52462,29059,104169,57933
59,20276,11220.0,585,2800.83,27.2,58.9,13.9,18705,20276,10.08,5.95,17116,11222.9,3160,57678,28064,109176,55986
60,20276,11137.3,1325,2704.29,26.4,57.2,16.4,18705,20276,10.08,5.95,15927,11201.5,4349,47216,27224,86190,53979
61,20276,11245.2,1003,2791.46,28.3,56.4,15.3,18705,20276,10.08,5.95,19074,11212.4,1202,79853,27872,145794,55300
62,20276,11135.6,796,2785.38,28.6,53.6,17.8,18705,20276,10.08,5.95,16972,11193.2,3304,55153,27095,105641,53879
63,20276,11204.7,618,2869.02,32.2,52.8,15.0,18705,20276,10.08,5.95,18555,11196.1,1721,58299,27464,114604,54783
64,20276,11404.8,754,2718.97,31.4,52.5,16.1,18705,20276,10.09,5.95,16979,11248.3,3297,46549,28825,91696,57194
65,20276,11220.7,267,2771.55,30.8,51.9,17.2,18705,20276,10.09,5.95,17345,11241.4,2931,66364,27864,129370,55409
66,20276,11284.6,929,2697.74,32.8,53.9,13.3,18705,20276,10.09,5.95,17401,11252.2,2875,51358,27680,97268,55137
67,20276,11297.5,705,2820.53,35.0,52.8,12.2,18705,20276,10.09,5.95,18731,11263.5,1545,72492,28365,135868,56399
68,20276,11033.9,1023,2667.88,31.7,53.6,14.7,18705,20276,10.21,5.95,17320,11206.1,2956,61533,26460,114751,52932
69,20276,11044.3,396,2991.97,36.1,50.8,13.1,18705,20276,10.21,5.95,17740,11165.7,2536,62442,27212,113374,53962
70,20276,11160.4,421,2746.83,36.7,49.2,14.2,18705,20276,10.21,5.95,17087,11164.4,3189,43387,27526,83993,54819
71,20276,11223.0,396,2720.22,38.3,45.6,16.1,18705,20276,10.21,5.95,17530,11179.0,2746,51232,27215,101459,54301
