gen,best,avg,worst,std_dev,pct_babylon,pct_niles,pct_other,best_babylon,best_niles,best_summoner,best_resilient,raw_best,avg_ema,best_gain,best_late,avg_late,best_card,avg_card
15,23086,10772.6,1272,3334.07,33.6,57.9,8.6,23086,22616,7.89,5.61,22270,10410.9,816,54713,23051,109593,45609
16,23086,11356.8,1882,3462.84,32.1,59.6,8.2,23086,22616,7.89,5.61,20115,10647.4,2971,49586,24670,94888,48993
17,23086,11205.0,1455,3492.41,31.1,63.6,5.4,23086,22616,7.94,5.61,20812,10786.8,2274,51687,24079,97510,47934
18,23086,11146.7,1557,3388.44,28.6,64.3,7.1,23086,22616,7.94,5.61,20795,10876.8,2291,52610,23881,100014,47520
19,23086,11252.6,1884,3597.93,29.6,63.6,6.8,23086,22616,8.01,5.61,22424,10970.7,662,57391,24364,107345,48394
20,23086,11436.8,1233,3434.68,25.4,68.9,5.7,23086,22616,8.14,5.61,21955,11087.3,1131,54184,24755,104675,49195
21,23857,11677.7,1257,3390.60,21.1,74.3,4.6,23380,23857,8.18,5.61,23857,11234.9,0,59574,25495,113531,50732
22,23857,11693.3,1129,3420.41,18.9,74.6,6.4,23380,23857,8.18,5.61,22528,11349.5,1328,55482,25648,110035,50957
23,23857,11790.5,1311,3549.52,20.0,70.0,10.0,23380,23857,8.18,5.61,23538,11459.7,319,60346,25837,117209,51357
24,23857,11851.0,2241,3541.96,25.7,70.0,4.3,23380,23857,8.18,5.61,21881,11557.5,1976,56158,26093,103680,51950
25,23857,11940.8,1114,3673.96,21.4,71.8,6.8,23380,23857,8.18,5.61,23189,11653.4,668,58009,26281,110816,52320
26,23857,11820.6,632,3609.31,21.8,71.1,7.1,23380,23857,8.18,5.61,19978,11695.2,3879,50033,26029,96959,51975
27,23857,12210.5,1730,3468.99,27.9,64.3,7.9,23380,23857,8.18,5.61,21344,11824.0,2513,51347,27167,98433,54147
28,23857,12287.1,573,3684.49,26.1,67.9,6.1,23380,23857,8.18,5.61,20702,11939.8,3154,51225,27340,98458,54249
29,23857,12416.4,2823,3754.92,29.6,60.7,9.6,23380,23857,8.18,5.61,22420,12058.9,1437,55428,27650,103838,55159
30,23857,12199.7,1320,3633.58,30.0,63.2,6.8,23380,23857,8.18,5.61,23117,12094.1,739,56617,27065,111723,53827
31,23857,11971.2,3038,3475.64,25.0,62.1,12.9,23380,23857,8.18,5.61,21506,12063.4,2350,54706,26271,101086,52286
32,23857,12131.4,465,3932.56,26.8,60.4,12.9,23380,23857,8.18,5.61,23408,12080.4,449,60722,26869,112836,53451
33,27839,12598.8,2499,3703.09,25.4,65.0,9.6,23380,27839,8.22,5.61,27839,12210.0,0,69860,28220,136354,55831
34,27839,13020.1,1988,3629.04,29.3,60.7,10.0,23798,27839,8.22,5.61,23798,12412.5,4041,60506,29491,118501,58401
35,27839,12523.5,2206,3732.86,32.5,59.6,7.9,23798,27839,8.26,5.61,22954,12440.2,4885,58616,27954,111749,55682
36,27839,12566.2,1801,3956.82,33.2,54.3,12.5,23798,27839,8.34,5.61,21597,12471.7,6242,48794,28144,102528,56024
37,27839,12777.1,455,3645.26,32.5,60.0,7.5,23798,27839,8.34,5.61,22911,12548.1,4928,55671,28780,106236,57120
38,28510,12840.7,466,4010.62,32.1,58.6,9.3,28510,27839,8.34,5.61,28510,12621.2,0,74643,29016,140986,57488
39,28510,12995.9,1232,3660.36,32.1,58.9,8.9,28510,27839,8.34,5.61,22289,12714.9,6221,58489,29442,113071,58445
40,28510,13026.4,1444,3812.72,34.3,54.6,11.1,28510,27839,8.34,5.66,27215,12792.8,1295,68110,29589,132549,58885
41,28510,13773.9,1218,3984.57,35.0,56.1,8.9,28510,27839,8.34,5.66,24732,13038.1,3778,62820,31736,122555,62970
42,28510,13582.7,821,4140.54,37.9,53.9,8.2,28510,27839,8.34,5.66,24123,13174.2,4386,60272,31166,118510,61769
43,28510,13428.8,1430,3691.40,30.0,59.6,10.4,28510,27839,8.34,5.66,23560,13237.9,4950,60974,30649,115922,60995
44,28510,13658.1,1703,3767.61,31.8,58.6,9.6,28510,27839,8.34,5.66,23294,13342.9,5216,60925,31250,116787,61933
45,28510,13977.3,998,3644.34,35.4,56.8,7.9,28510,27839,8.34,5.66,23435,13501.5,5075,57918,32173,112413,63745
46,28510,13127.5,1391,3759.96,38.2,53.9,7.9,28510,27839,8.34,5.66,24150,13408.0,4360,59361,29856,117210,59152
47,28510,13654.5,2293,3845.60,40.7,52.1,7.1,28510,27839,8.34,5.66,22653,13469.6,5857,58149,31480,111483,62388
48,28510,13467.5,792,3903.81,40.4,52.5,7.1,28510,27839,8.34,5.66,27181,13469.1,1329,72500,30939,134875,61472
49,28510,13959.6,1506,4095.95,47.9,46.8,5.4,28510,27839,8.34,5.66,25965,13591.7,2545,65123,32341,129198,63990
50,28510,13952.6,1309,3873.38,50.7,44.3,5.0,28510,27839,8.34,5.70,23338,13681.9,5172,60861,32161,118397,63779
51,28510,13755.4,2500,3985.41,50.4,43.9,5.7,28510,27839,8.34,5.82,24099,13700.3,4411,62914,31886,120628,62983
52,28510,14222.5,1333,3826.88,47.1,47.5,5.4,28510,27839,8.34,5.82,25151,13830.9,3359,61448,33219,116424,65712
53,28510,14066.6,641,4100.52,47.9,45.4,6.8,28510,27839,8.34,5.82,25117,13889.8,3393,63104,32730,122513,64887
54,28510,14079.0,2685,3835.63,46.4,44.3,9.3,28510,27839,8.36,5.82,25936,13937.1,2574,66700,32771,125205,64886
55,28510,13916.9,1288,4233.19,48.9,47.5,3.6,28510,27839,8.36,5.82,24404,13932.1,4106,60827,32359,117509,64046
56,28510,14418.2,2352,3929.36,45.0,48.9,6.1,28510,27839,8.36,5.82,26210,14053.6,2300,69177,33595,130865,66543
57,28510,14520.0,2158,4114.90,42.5,53.6,3.9,28510,27839,8.36,5.82,25792,14170.2,2718,66304,34037,127690,67666
58,28510,14817.7,2774,4034.35,44.6,51.4,3.9,28510,27839,8.36,5.82,26069,14332.1,2441,66256,34940,130352,69170
59,28510,15041.5,1799,4122.49,44.6,51.8,3.6,28510,28252,8.36,5.88,28252,14509.4,258,74884,35429,138814,70209
60,28510,15144.2,2424,4060.53,43.9,50.0,6.1,28510,28252,8.36,5.88,26318,14668.1,2192,65757,36287,125019,71952
61,28510,15210.9,2624,4101.05,42.1,51.4,6.4,28510,28252,8.36,5.88,23634,14803.8,4876,61282,36440,116229,72148
62,28510,15230.9,1289,3834.36,39.3,53.9,6.8,28510,28252,8.36,5.88,26043,14910.6,2467,68389,36546,133156,72140
63,31255,15350.6,4236,4006.42,44.6,46.8,8.6,31255,28252,8.36,5.91,31255,15020.6,0,85667,36786,154962,72823
64,31255,15101.9,626,4291.16,46.1,49.6,4.3,31255,28252,8.36,5.91,25239,15040.9,6016,66639,36075,130503,71309
65,31255,15144.7,3042,4106.81,46.4,43.6,10.0,31255,28252,8.36,5.91,28103,15066.9,3152,76273,36335,138379,71863
66,31255,15670.1,732,4189.89,41.1,47.9,11.1,31255,28252,8.36,5.91,25838,15217.7,5417,65095,37796,128077,74657
67,31255,16245.8,5638,3797.69,43.6,47.9,8.6,31255,28252,8.36,5.91,26295,15474.7,4960,68512,39397,131601,77863
68,31255,15562.1,918,4275.07,46.4,47.1,6.4,31255,28252,8.36,5.91,26637,15496.5,4618,69190,37550,133357,74281
69,31255,15483.5,2045,4124.77,46.4,45.4,8.2,31255,28252,8.36,5.98,25972,15493.3,5283,65392,37278,131350,73801
70,31255,16105.9,452,3993.67,42.5,48.9,8.6,31255,28252,8.36,5.98,25657,15646.4,5598,65271,39000,120616,76933
71,31255,15490.6,462,4076.92,49.3,44.3,6.4,31255,28252,8.36,5.98,27315,15607.5,3940,69705,37263,135462,74074
72,31255,15592.2,3992,3928.31,47.9,43.9,8.2,31255,28252,8.36,5.98,25669,15603.7,5586,65369,37602,120162,74586
73,31255,15533.7,1858,3996.73,49.3,44.6,6.1,31255,28252,8.36,5.98,25084,15586.2,6171,61809,37509,125384,74479
74,31255,15192.9,3225,3893.26,46.4,48.6,5.0,31255,28252,8.36,5.98,25464,15487.9,5792,66623,36385,128521,72457
75,31255,15028.5,2628,3816.24,50.4,42.5,7.1,31255,28252,8.36,6.07,25865,15373.0,5390,66489,36003,130294,71665
76,31255,14576.3,1660,4181.29,51.4,40.4,8.2,31255,28252,8.36,6.07,26070,15173.9,5186,66796,34588,129317,68718
77,31255,14586.7,1643,4123.10,57.5,33.9,8.6,31255,28252,8.36,6.07,28697,15027.1,2558,74790,34601,141998,68628
78,31255,15182.1,953,3935.81,56.8,34.3,8.9,31255,28252,8.36,6.07,26094,15065.8,5161,67706,36528,128299,72430
79,31255,15127.1,853,4282.07,60.4,33.6,6.1,31255,28252,8.36,6.07,26333,15081.2,4922,65975,36305,131052,71787
80,31255,15695.9,462,3993.26,53.6,39.6,6.8,31255,28252,8.36,6.07,26950,15234.9,4305,71344,37803,135212,74678
81,32234,16198.0,4353,4055.62,49.3,40.0,10.7,31255,32234,8.36,6.07,32234,15475.6,0,84155,39485,157721,78058
82,32234,15906.8,1530,4058.70,49.6,43.2,7.1,31255,32234,8.44,6.07,25930,15583.4,6304,66165,38439,127196,75952
83,32234,15983.4,2465,3852.49,48.9,43.9,7.1,31255,32234,8.44,6.07,27613,15683.4,4621,70914,38671,133185,76633
84,32234,16136.1,2553,3925.57,48.6,46.1,5.4,31255,32234,8.44,6.07,27682,15796.6,4552,72124,39169,138289,77446
85,32234,15527.5,1464,3912.96,54.3,38.2,7.5,31255,32234,8.44,6.07,25998,15729.3,6235,69287,37450,124862,74343
86,32234,15610.4,2198,4150.56,60.7,35.4,3.9,31255,32234,8.44,6.07,25578,15699.6,6656,65911,37674,121304,74495
87,32234,15556.9,2525,4114.45,63.9,30.0,6.1,31255,32234,8.44,6.07,26521,15663.9,5712,69223,37470,132208,74314
88,32234,15818.6,2053,4143.86,67.1,24.3,8.6,31255,32234,8.44,6.07,24819,15702.6,7415,61971,38247,122710,75730
89,32234,15692.5,1252,3920.07,67.5,27.5,5.0,31255,32234,8.44,6.07,24302,15700.1,7932,57682,37886,109143,75202
90,32234,16014.6,1088,3998.95,60.0,33.9,6.1,31255,32234,8.44,6.07,25594,15778.7,6640,64786,38743,124262,76765
91,32234,15982.8,1461,3832.28,59.3,35.4,5.4,31255,32234,8.44,6.07,24682,15829.7,7551,61982,38683,115844,76456
92,32234,15312.3,1472,4245.49,56.1,37.5,6.4,31255,32234,8.44,6.07,26361,15700.4,5873,66459,36800,133033,72994
93,32234,15560.0,1730,4048.22,58.6,35.4,6.1,31255,32234,8.44,6.07,27050,15665.3,5184,73760,37406,134323,74217
94,32234,15961.9,2332,4090.37,57.5,34.3,8.2,31255,32234,8.44,6.07,26994,15739.4,5240,67554,38642,131134,76674
95,32234,16076.5,1404,4132.86,56.1,40.0,3.9,31255,32234,8.44,6.07,29651,15823.7,2583,78181,38929,150668,77194
96,32234,15738.9,1929,4258.06,59.3,35.0,5.7,31255,32234,8.44,6.07,25773,15802.5,6461,64075,38051,123307,75248
97,32234,15456.7,732,3930.38,58.2,32.1,9.6,31255,32234,8.45,6.07,26189,15716.1,6045,64138,37095,127967,73658
98,32234,16328.7,2150,3976.26,61.1,31.1,7.9,31255,32234,8.45,6.07,25610,15869.2,6624,64005,39782,123495,78570
99,32234,16052.2,2549,4115.78,63.2,28.2,8.6,31255,32234,8.45,6.07,25721,15915.0,6513,68779,38985,130195,77217
100,32234,16545.9,1223,4368.74,68.6,26.8,4.6,31255,32234,8.45,6.07,29333,16072.7,2901,76807,40424,145679,79666
101,32234,16030.4,1026,3940.66,68.6,25.7,5.7,31255,32234,8.45,6.07,25300,16062.1,6934,63670,38937,124974,77200
102,32234,16160.9,4631,4099.68,75.0,20.7,4.3,31255,32234,8.45,6.07,27896,16086.8,4338,71840,39124,135602,77573
103,32234,15970.7,2348,3877.82,78.2,14.3,7.5,31255,32234,8.45,6.07,24648,16057.8,7586,62196,38713,119037,76606
104,32234,15760.0,1781,4086.28,72.9,18.6,8.6,31255,32234,8.45,6.07,28794,15983.4,3440,71568,38027,140533,75274
105,32234,16619.9,1495,4135.87,76.8,18.6,4.6,31255,32234,8.45,6.07,26345,16142.5,5889,69365,40661,134239,80186
106,32234,16345.1,4171,3951.68,81.8,11.8,6.4,31255,32234,8.45,6.07,25228,16193.2,7006,65413,40001,123612,79054
