gen,best,avg,worst,std_dev,pct_babylon,pct_niles,pct_other,diversity_index,dominant_pct,best_babylon,best_niles,best_summoner,best_resilient,raw_best,avg_ema,best_gain,best_improvement_pct,avg_improvement_pct,progress_score,plateau_count,mutation_rate,mutation_mag,immigrant_rate,best_late,avg_late,best_card,avg_card
157,19230,11042.6,1006,2583.62,83.8,8.1,8.1,42.8,83.8,19230,18422,9.95,6.73,17583,11022.1,1647,18.21,31.68,29003.0,4,0.0646,0.0669,0.0846,63045,32174,126743,63964
158,19230,10847.8,464,2560.43,83.8,7.2,9.1,42.8,83.8,19230,18422,9.95,6.73,17870,10978.5,1361,18.21,31.16,28840.5,5,0.0644,0.0666,0.0844,63716,31190,120150,62129
159,19230,11094.8,528,2750.64,85.3,6.3,8.4,39.2,85.3,19230,18422,9.95,6.73,18204,11007.6,1027,18.21,31.51,29079.2,6,0.0642,0.0663,0.0842,70784,32772,137492,64962
160,19230,10964.6,1114,2618.00,80.9,7.2,11.9,48.8,80.9,19230,18422,9.95,6.73,16504,10996.8,2726,18.21,31.38,29004.5,0,0.0640,0.0660,0.0840,45682,32207,88404,64257
161,19230,11069.1,407,2695.42,81.3,5.6,13.1,47.9,81.3,19230,18422,9.95,6.73,16713,11014.9,2517,18.21,31.60,29122.2,1,0.0638,0.0657,0.0838,57883,33045,111947,65470
162,19230,10901.0,836,2451.57,75.9,8.4,15.6,58.8,75.9,19230,18422,9.95,6.73,16748,10986.4,2482,18.21,31.26,29028.2,2,0.0636,0.0655,0.0836,60356,32440,116502,64535
163,19230,10960.6,37,2669.43,72.5,6.9,20.6,64.1,72.5,19230,18422,9.99,6.73,16247,10980.0,2984,18.21,31.18,28960.2,3,0.0635,0.0652,0.0835,60155,32030,114348,63612
164,19230,11213.2,37,2513.47,77.8,6.3,15.9,54.8,77.8,19230,18422,9.99,6.73,17790,11038.3,1440,18.21,31.88,29179.2,4,0.0633,0.0649,0.0833,58910,33312,110838,66191
165,19230,10777.3,40,2594.05,80.3,8.8,10.9,50.3,80.3,19230,18422,9.99,6.73,16441,10973.0,2790,18.21,31.10,28829.7,0,0.0631,0.0647,0.0831,55778,31104,108566,62090
166,19230,11131.5,760,2860.65,78.8,5.3,15.9,52.7,78.8,19230,18422,9.99,6.73,16387,11012.7,2844,18.21,31.57,29048.1,1,0.0629,0.0644,0.0829,51029,32505,103517,64618
167,19230,11064.2,533,2774.24,78.4,5.6,15.9,53.4,78.4,19230,18422,9.99,6.73,18147,11025.5,1083,18.21,31.72,29100.5,0,0.0628,0.0642,0.0828,62421,32878,123190,65097
168,19230,11114.4,1064,2565.44,74.7,5.6,19.7,60.0,74.7,19230,18422,10.00,6.73,16518,11047.7,2712,18.21,31.99,29135.2,1,0.0626,0.0639,0.0826,61007,33016,115340,65486
169,19230,11090.9,1074,2517.70,73.8,6.6,19.7,62.0,73.8,19230,18422,10.00,6.73,17760,11058.5,1471,18.21,32.12,29152.8,2,0.0625,0.0637,0.0825,73829,33105,133555,65650
170,19230,10821.0,215,2598.00,80.6,5.6,13.8,49.2,80.6,19230,18422,10.00,6.73,16423,10999.1,2807,18.21,31.41,28875.7,3,0.0623,0.0635,0.0823,56462,31393,104902,62408
171,19230,10950.8,228,2621.81,78.4,6.3,15.3,53.6,78.4,19230,18422,10.00,6.73,16562,10987.0,2668,18.21,31.26,28940.5,4,0.0622,0.0632,0.0822,52236,31859,103548,63350
172,19230,11141.5,1640,2608.83,74.4,5.3,20.3,60.4,74.4,19230,18422,10.00,6.73,16603,11025.7,2627,18.21,31.73,29079.3,5,0.0620,0.0630,0.0820,65201,32677,127526,64948
173,19230,10957.8,37,2584.45,67.2,8.4,24.4,72.3,67.2,19230,18422,10.00,6.73,18442,11008.7,789,18.21,31.52,29045.6,6,0.0619,0.0628,0.0819,64105,32465,121932,64689
174,19230,11068.7,267,2544.16,66.9,7.8,25.3,72.4,66.9,19230,18422,10.00,6.73,18726,11023.7,504,18.21,31.70,29108.1,7,0.0617,0.0626,0.0817,74785,32824,141172,65461
175,19230,11231.2,579,2706.41,60.6,7.8,31.6,79.0,60.6,19230,18422,10.00,6.73,18953,11075.6,277,18.21,32.32,29246.1,8,0.0616,0.0624,0.0816,72013,33680,136123,66780
176,19230,11180.3,1185,2542.43,62.2,8.4,29.4,78.0,62.2,19230,18422,10.00,6.73,16756,11101.8,2475,18.21,32.63,29210.9,9,0.0615,0.0622,0.0815,64632,33321,127469,66260
177,19230,10922.7,215,2631.16,63.8,7.5,28.8,75.8,63.8,19230,18422,10.00,6.73,16598,11057.0,2632,18.21,32.10,29011.9,10,0.0614,0.0620,0.0814,58343,32101,115680,63935
178,19230,11036.5,51,2701.77,59.4,7.8,32.8,80.1,59.4,19230,18422,10.00,6.73,16534,11051.9,2697,18.21,32.04,29038.0,11,0.0612,0.0619,0.0812,60603,32346,119112,64189
179,19230,10956.5,37,2676.59,53.4,7.8,38.8,83.7,53.4,19230,18422,10.00,6.73,17244,11028.0,1986,18.21,31.75,28939.6,12,0.0611,0.0617,0.0811,61967,31752,111939,63042
180,19230,11097.2,958,2608.11,50.0,7.5,42.5,84.6,50.0,19230,18422,10.00,6.73,17907,11045.3,1323,18.21,31.96,29207.3,13,0.0610,0.0615,0.0810,70687,33520,141552,66427
181,19230,10798.5,202,2900.91,55.9,6.3,37.8,81.0,55.9,19230,18422,10.00,6.73,19123,10983.6,108,18.21,31.22,28999.6,0,0.0609,0.0614,0.0809,75507,32313,140760,64044
182,19230,10964.6,392,2503.99,61.9,6.6,31.6,77.0,61.9,19230,18422,10.00,6.73,16993,10978.9,2237,18.21,31.17,29065.9,1,0.0608,0.0612,0.0808,59157,32731,117356,65043
183,19230,10906.1,510,2771.24,66.3,4.1,29.7,70.7,66.3,19230,18422,10.00,6.73,16097,10960.7,3134,18.21,30.95,29047.2,2,0.0607,0.0611,0.0807,46890,32641,90522,64949
184,19230,11044.6,66,2601.58,63.1,5.9,30.9,75.3,63.1,19230,18422,10.00,6.73,16032,10981.6,3198,18.21,31.20,29135.4,3,0.0606,0.0610,0.0806,50172,33195,91772,65935
185,19230,10906.8,64,2800.44,62.5,6.3,31.3,76.2,62.5,19230,18422,10.00,6.73,17922,10962.9,1309,18.21,30.98,29022.4,4,0.0606,0.0608,0.0806,65556,32510,119811,64511
186,19230,10934.9,37,2763.81,60.6,6.6,32.8,78.1,60.6,19230,18422,10.00,6.73,16889,10955.9,2342,18.21,30.89,29081.2,5,0.0605,0.0607,0.0805,59565,32887,120499,65419
187,19230,11024.9,953,2538.43,59.4,4.7,35.9,77.4,59.4,19230,18422,10.00,6.73,17928,10973.2,1303,18.21,31.10,29142.4,6,0.0604,0.0606,0.0804,82384,33283,154644,66042
188,19230,10995.7,488,2583.95,59.7,5.9,34.4,78.3,59.7,19230,18422,10.00,6.73,18248,10978.8,983,18.21,31.17,29139.0,7,0.0604,0.0605,0.0804,74575,33250,139101,65946
189,19516,11076.4,610,2626.25,59.1,4.4,36.6,77.3,59.1,19230,18422,10.00,6.73,19516,11003.2,0,19.96,31.46,29428.5,8,0.0603,0.0604,0.0803,67042,33158,133182,65962
190,19516,10874.3,109,2692.44,54.7,5.3,40.0,80.7,54.7,19230,18422,10.00,6.73,17639,10971.0,1877,19.96,31.07,29294.3,0,0.0602,0.0604,0.0802,71286,32344,135130,64403
191,19516,10946.4,45,2677.85,53.1,5.9,40.9,82.0,53.1,19230,18422,10.00,6.73,17417,10964.8,2098,19.96,31.00,29351.8,1,0.0602,0.0603,0.0802,54146,32791,102481,65103
192,19516,11072.7,671,2610.33,55.9,5.3,38.8,80.1,55.9,19230,18422,10.00,6.73,16505,10991.8,3011,19.96,31.32,29461.6,2,0.0601,0.0602,0.0801,57937,33406,117115,66488
193,19516,10851.2,40,2554.64,49.4,6.6,44.1,83.7,49.4,19230,18422,10.00,6.73,16173,10956.6,3342,19.96,30.90,29290.5,3,0.0601,0.0602,0.0801,54355,32324,107853,64525
194,19516,11078.4,158,2611.77,55.3,5.9,38.8,81.1,55.3,19230,18422,10.00,6.73,16289,10987.1,3226,19.96,31.26,29414.8,4,0.0601,0.0601,0.0801,55862,33104,103948,65903
195,19516,10880.8,37,2693.99,61.3,5.3,33.4,76.5,61.3,19230,18422,10.00,6.73,17426,10960.5,2090,19.96,30.95,29278.2,5,0.0600,0.0601,0.0800,62025,32264,120840,64261
196,19516,10907.3,392,2472.25,58.8,6.3,35.0,79.3,58.8,19230,18422,10.00,6.73,16525,10947.2,2991,19.96,30.79,29261.7,6,0.0600,0.0600,0.0800,56579,32204,107290,64099
197,19516,10777.5,245,2597.57,56.3,5.6,38.1,80.3,56.3,19230,18422,10.00,6.73,16498,10904.8,3018,19.96,30.28,29169.6,7,0.0600,0.0600,0.0800,57870,31745,112355,63060
198,19516,11092.9,364,2618.50,50.9,6.6,42.5,83.3,50.9,19230,18422,10.00,6.73,17132,10951.8,2384,19.96,30.84,29417.9,8,0.0600,0.0600,0.0800,72400,33253,130338,66105
199,19516,10885.5,686,2486.35,55.3,8.8,35.9,83.6,55.3,19230,18422,10.00,6.73,17078,10935.2,2438,19.96,30.65,29304.8,0,0.0600,0.0600,0.0800,74507,32534,139033,64729
